idx,location.long,location.lat,label
1293,20.7540884,15.4445148,1
1294,20.7738869,15.5166927,1
1295,20.2187759,15.2683812,1
1296,19.6145217,14.5694461,1
1297,19.5971871,14.051042,1
1298,19.613966,14.0645093,1
1299,19.6129114,14.0905161,1
1300,19.5650589,14.1804629,1
1301,18.8747321,13.5898586,1
1302,19.0201176,13.9140549,1
1303,19.0117529,13.9168811,1
1304,19.0105428,13.912041,1
1305,19.0154643,13.9131118,1
1306,19.0137436,13.9165355,1
1307,19.0136131,13.912432,1
1308,19.0233938,13.9206134,1
1309,19.0203396,13.9195549,1
1310,19.0203452,13.9195371,1
1311,19.020446,13.9189908,1
1312,19.0132773,13.9132818,1
1313,19.0205973,13.9185848,1
1314,19.0130218,13.9138519,1
1315,19.084576,13.9079341,1
1316,19.0848352,13.9079606,1
1317,19.074833,13.8996984,1
1318,19.1079955,13.920238,1
1319,19.0471889,13.9401675,1
1320,18.9406912,13.9512864,1
1321,18.9554991,14.005867,1
1322,19.1054888,13.9214929,1
1323,18.3180172,13.7202623,1
1324,18.4264159,13.9171197,1
1325,18.2562229,13.7407101,1
1326,17.6482045,13.4114411,1
1327,16.5401245,12.8051468,1
1328,16.3901251,12.9151537,1
1329,16.0532719,12.9929929,1
1330,15.9544241,12.7299697,1
1331,16.1006208,12.7987673,1
1332,16.1139639,12.5108665,1
1333,16.0995861,12.5193739,1
1334,16.0989449,12.5194107,1
1335,16.2986594,12.6595864,1
1336,15.8345397,12.6197553,1
1337,15.6634213,12.3491545,1
1338,15.7709673,12.3528668,1
1339,15.7074464,12.3102314,1
1340,15.6739903,12.3206239,1
1341,15.1701483,12.783433,1
1342,15.4275352,12.7112963,1
2923,12.1059179,51.9692165,2
2924,12.1137138,51.9763697,2
2925,12.1027268,51.97226,2
2926,12.1166942,51.9647608,2
2927,12.1210591,51.9616911,2
2928,13.9234028,51.0483466,2
2929,16.1020268,50.2194468,2
2930,18.3031497,48.7333265,2
2931,21.7439979,46.5119619,2
2932,23.321868,45.8485146,2
2933,24.1912707,45.7448395,2
2934,26.0297475,45.2365225,2
2935,26.672728,43.0535933,2
2936,28.0035111,41.2641781,2
2937,31.2592954,39.6926385,2
2938,34.1316755,37.0430423,2
2939,36.938586,36.3305343,2
2940,36.6096967,33.788103,2
2941,35.9055634,32.2170615,2
2942,35.8372016,30.5452409,2
2943,34.8167591,28.5990689,2
2944,34.2187462,27.8123197,2
2945,33.9099817,28.0044699,2
2946,32.6485684,25.6737565,2
2947,32.1049944,22.1374337,2
2948,28.6820482,19.1720715,2
2949,24.4849487,16.088394,2
2950,20.662761,14.9091697,2
2951,19.7989606,14.4183001,2
2952,19.0556942,13.9401016,2
2953,19.0183592,14.007495,2
2954,18.9362592,13.9307441,2
2955,18.9306507,13.9478932,2
2956,18.8192842,13.9202596,2
2957,18.9455001,13.6999376,2
2958,19.0585789,13.4151128,2
2959,19.0519921,13.4129422,2
2960,19.0488235,13.411001,2
2961,19.1275582,13.430337,2
2962,19.1195734,13.4346917,2
2963,19.135286,13.4235148,2
2964,18.9552482,13.5468743,2
2965,18.8008921,13.8213493,2
2966,18.731661,13.8725165,2
2967,18.8469169,13.7965721,2
2968,18.8361018,13.7974545,2
2969,18.8520009,13.7911409,2
2970,18.8451335,13.7947394,2
2971,19.2359932,13.7243446,2
2972,18.7866328,13.7635473,2
2973,18.7794445,13.7810378,2
2974,18.6899798,13.7427063,2
2975,19.2573493,13.7122661,2
2976,18.5265428,13.7192251,2
2977,18.5276618,13.7953379,2
2978,18.5354267,13.7440097,2
2979,18.5528929,13.7731631,2
2980,18.5525407,13.7788565,2
2981,18.5331622,13.8278002,2
2982,19.1064397,13.2398539,2
2983,18.7058005,13.6395174,2
2984,18.6042365,13.7586734,2
2985,18.5113063,13.9258847,2
2986,18.6099906,13.5702378,2
2987,18.4796665,13.6545153,2
2988,18.3665034,13.6574896,2
2989,18.4106143,13.9000285,2
2990,18.0857974,13.0356478,2
2991,16.8640495,13.0291221,2
2992,16.8856256,13.0306726,2
2993,17.0640218,13.1641402,2
2994,17.0821989,13.1392705,2
2995,17.2005018,13.0556223,2
2996,17.1400902,13.2952193,2
2997,17.4179087,13.6277232,2
2998,17.140873,13.2949687,2
2999,17.1411048,13.2952691,2
3000,17.0730019,13.1159815,2
3001,17.1403136,13.0040566,2
3950,17.4324194,50.3870739,3
3951,18.1107211,50.0303441,3
3952,19.3646051,48.5060796,3
3953,22.9663946,46.9308572,3
3954,25.4563242,45.6367364,3
3955,26.6310016,44.6662225,3
3956,27.1710171,43.7559991,3
3957,27.6719984,41.4988327,3
3958,29.3048823,40.7353213,3
3959,32.0738742,38.6272594,3
3960,35.2478582,36.9766716,3
3961,36.5309212,36.3325414,3
3962,36.5419768,33.6601127,3
3963,35.6297247,32.4966788,3
3964,33.8715073,29.8185494,3
3965,33.0904377,26.548177,3
3966,31.7869638,21.999452,3
3967,31.9974658,18.7296676,3
3968,32.6391388,17.6326383,3
3969,33.8247015,16.9227184,3
3970,34.268612,16.8921818,3
3971,34.3561718,15.9762194,3
3972,34.8367618,16.1899133,3
3973,35.2566989,16.1975505,3
3974,35.3004744,15.8981898,3
3975,35.2824551,15.9027293,3
3976,35.2925529,15.9092028,3
3977,35.3022639,15.8910469,3
3978,35.2873019,15.9099873,3
3979,35.3019959,15.9495845,3
3980,35.3004436,15.939922,3
3981,35.2989036,15.9395265,3
3982,35.2857246,15.9595137,3
3983,35.2929722,15.9592779,3
3984,35.2899344,15.9623871,3
3985,35.2741221,15.9809729,3
3986,35.27039,15.9820332,3
3987,35.2711742,15.9814363,3
3988,35.2739221,15.9806464,3
3989,35.2737088,15.978696,3
3990,35.2735084,15.9799155,3
3991,35.2711897,15.9791693,3
3992,35.2724228,15.9800684,3
3993,35.2735295,15.9776343,3
3994,35.2731305,15.9810559,3
3995,35.2742657,15.9782614,3
3996,35.0587442,15.8830579,3
3997,35.0928072,15.9186351,3
3998,34.9746458,15.9486258,3
3999,34.8732113,15.8603085,3
4000,35.090034,15.9261416,3
4001,35.0960103,15.9193767,3
4002,34.9787881,15.8333474,3
4003,33.7172869,15.2740956,3
4004,33.6693221,15.2986255,3
4005,33.7887775,15.3348863,3
4006,33.800639,15.3533778,3
4007,33.7937724,15.3437159,3
4008,34.2791414,14.8010971,3
4009,34.4142132,14.7861819,3
4010,34.9623309,15.1129802,3
4011,34.9125268,15.1575991,3
4012,34.9606646,15.1156782,3
4013,35.085775,15.1097437,3
4014,34.919778,15.8646075,3
4015,36.3140457,16.4967061,3
4016,35.5667483,15.030997,3
4017,35.358265,15.2703719,3
4018,35.2577058,15.414586,3
4019,35.1409863,15.010878,3
4020,35.0932492,14.624455,3
4021,35.0947977,14.6223652,3
4022,35.0898066,14.6036731,3
4023,34.7884532,14.2136684,3
4024,34.7859398,14.213821,3
4025,34.8142789,14.2100127,3
4026,34.792677,14.1962078,3
4027,34.5598374,13.5466016,3
4028,34.9255097,14.2085405,3
4503,12.1191236,51.965467,4
4504,12.1167826,51.9659395,4
4505,12.1178973,51.9636962,4
4506,12.1018806,51.9678461,4
4507,12.1193027,51.9661255,4
4508,12.1214464,51.9672688,4
4509,12.1218703,51.9658453,4
4510,12.1205629,51.9655446,4
4511,12.1218188,51.9656886,4
4512,12.1278392,51.9679312,4
4513,12.1227633,51.9657034,4
4514,12.1236583,51.9686968,4
4515,12.1217996,51.9660581,4
4516,12.9427253,51.3654951,4
4517,14.5759881,51.0174273,4
4518,18.1286599,50.5141776,4
4519,21.140506,49.8062977,4
4520,25.0475123,48.6733743,4
4521,26.8324671,46.6989009,4
4522,27.1716222,43.5887576,4
4523,27.3613675,41.9313177,4
4524,30.2150491,40.4016615,4
4525,32.8312587,37.8787547,4
4526,34.8901203,36.8699069,4
4527,35.5994869,36.6583815,4
4528,35.6112725,36.6408754,4
4529,36.8570713,35.0264615,4
4530,35.8904074,33.1348968,4
4531,34.7989209,30.1930962,4
4532,33.6741773,28.298191,4
4533,32.8810899,25.8985095,4
4534,31.765439,23.1273672,4
4535,28.8313038,19.4782784,4
4536,26.6797629,16.8745347,4
4537,24.710505,15.2530751,4
4538,21.2095579,14.9019984,4
4539,19.0019025,13.6473544,4
4540,19.0066008,13.4975657,4
4541,19.0067153,13.4975529,4
4542,18.7449097,13.6868313,4
4543,18.4485,13.665147,4
4544,18.3812663,13.6610455,4
4545,18.3828617,13.5516361,4
4546,18.0750544,13.053459,4
4547,18.0792804,13.054453,4
4548,18.0792493,13.0544768,4
4549,18.0792643,13.0544683,4
4550,16.9429597,12.9661777,4
4551,16.8612554,12.818721,4
4552,16.8613507,12.8186115,4
4553,16.8684399,12.7989182,4
4554,16.8767701,12.8272232,4
4555,16.9461269,12.7289379,4
4556,16.598988,13.0012999,4
4557,16.2478149,12.8835861,4
4558,16.3485748,12.7018982,4
4559,16.2675771,12.891885,4
4560,16.2749248,12.5069755,4
4561,16.2230672,12.2374846,4
4562,16.2882316,12.2864617,4
4563,16.3118057,12.3413468,4
4564,16.312407962088436,12.338911140127554,4
4565,16.3163275,12.3230598,4
4566,16.3095264,12.3327149,4
4567,16.3206247,12.2836463,4
4568,16.1978035,12.9201259,4
4569,16.0652769,12.8585209,4
4570,15.8070311,12.4368536,4
4571,15.6303777,12.3039289,4
4572,15.412241,12.7721138,4
4573,15.3654751,12.8277862,4
4574,15.3792584,12.8810568,4
4575,15.1338243,12.8389184,4
4576,15.0818529,12.8207552,4
4577,15.0845026,12.8179615,4
4578,15.0453978,12.5428186,4
4579,15.0813621,12.8199322,4
4580,14.4341819,11.9405516,4
4581,14.9419462,12.6582434,4
4661,12.0978581,51.9677227,5
4662,12.0978751,51.9677546,5
4663,12.0979097,51.967723,5
4664,12.0979158,51.9676922,5
4665,15.6767053,50.9723905,5
4666,17.7650923,50.3715496,5
4667,19.5393054,49.9207838,5
4668,21.7894942,49.5639575,5
4669,21.8136698,49.6053249,5
4670,22.6720826,48.4493864,5
4671,24.858579,46.0436768,5
4672,27.2152997,42.5978306,5
4673,29.3187626,40.5325582,5
4674,32.2878971,38.4023106,5
4675,35.254539,37.0935914,5
4676,36.8287486,35.3802735,5
4677,35.7979081,33.4568876,5
4678,35.1983665,31.1327316,5
4679,33.5534446,28.3290874,5
4680,32.7503517,25.6055937,5
4681,32.0404647,22.6162568,5
4682,29.9360774,20.0532065,5
4683,25.8461757,17.2112362,5
4684,22.6687325,15.1639842,5
4685,20.8086804,14.9052493,5
4686,19.8781097,14.3576302,5
4687,19.1242506,14.3365476,5
4688,19.1781547,14.3412583,5
4689,19.1298737,14.0975125,5
4690,18.7225587,14.3784799,5
4691,18.7041511,14.3667695,5
4692,18.8007423,13.7145516,5
4693,18.9360619,13.7001545,5
4694,18.934298,13.6957445,5
4695,18.8134169,13.7605728,5
4696,18.9861285,13.6834734,5
4697,19.0198404,13.6991152,5
4698,18.8731554,14.6732844,5
4699,19.0894293,14.5884886,5
4700,18.292956,13.8367452,5
4701,17.8399258,13.9485466,5
4702,17.820056,13.9919368,5
4703,17.3746252,13.5825645,5
4704,17.2600762,13.2976724,5
4705,17.2651761,13.2970343,5
4706,17.2503401,13.275367,5
4707,17.2556511,13.299083,5
4708,17.2571112,13.293107,5
4709,17.2592924,13.2248418,5
4710,17.2156935,13.1793827,5
4711,17.2943513,13.1651096,5
4712,17.2237242,13.2882718,5
4713,17.2474426,13.3055516,5
4714,17.2696409,13.2878481,5
4715,17.2157745,13.2953879,5
4716,16.3117761,12.5060985,5
4717,16.2872773,12.4948493,5
4718,16.3134938,12.5224062,5
4719,16.194631,12.9372337,5
4720,16.3327039,12.8909944,5
4721,16.3569726,12.8450316,5
4722,16.902368,13.2311293,5
4723,16.9021549,13.2133285,5
4724,16.5899467,13.0117643,5
4725,16.3686898,12.8471286,5
4726,16.4825782,12.6235595,5
4727,16.6502476,12.597626,5
4728,16.6752632,12.622712,5
4729,16.6214944,12.6056572,5
4730,16.6612086,12.6602251,5
4731,16.6657532,12.6623466,5
4732,16.7074937,12.7297691,5
4733,16.6697005,12.6820645,5
4734,16.7935853,12.6693283,5
4735,16.8198698,12.6236325,5
4736,16.6050125,12.5148849,5
4737,16.5653402,12.7238738,5
4738,16.6982477,12.4391723,5
4739,16.8192135,12.6730621,5
5135,12.0963508,51.9669422,6
5136,12.1225833,51.9639993,6
5137,12.1170773,51.9676262,6
5138,12.1036935,51.962237,6
5139,12.1018621,51.9687671,6
5140,12.0978543,51.9677178,6
5141,12.0976652,51.9679041,6
5142,12.115899,51.9638976,6
5143,13.3042533,51.2812198,6
5144,17.4083497,50.512783,6
5145,20.2853453,49.2578158,6
5146,22.929818,48.0885754,6
5147,23.9985205,47.1035997,6
5148,26.2337792,44.829389,6
5149,26.3453998,43.8870739,6
5150,27.815666,41.0499621,6
5151,30.0667736,39.8713494,6
5152,33.5475387,37.2797496,6
5153,36.3830313,35.6204977,6
5154,36.2088378,33.6427085,6
5155,35.3490821,31.7772644,6
5156,33.5139722,29.3271488,6
5157,32.6122116,25.3813059,6
5158,32.1927202,22.3293709,6
5159,32.09145,18.6684954,6
5160,33.5843933,16.6582102,6
5161,33.93843,15.8072495,6
5162,34.0759715,15.7981811,6
5163,34.0453867,15.8064869,6
5164,34.3101572,15.4732081,6
5165,34.5727033,15.3002982,6
5166,34.5647581,15.7039425,6
5167,34.5247822,15.6947673,6
5168,34.1143002,15.394691,6
5169,34.4552618,15.3530342,6
5170,35.0304031,15.7893139,6
5171,34.9532908,16.2211272,6
5172,35.0020888,15.8452572,6
5173,35.2132679,16.1788751,6
5174,35.0136989,15.8214485,6
5175,35.1084934,15.9640034,6
5176,35.1927799,16.126782,6
5177,35.0392735,15.0918396,6
5178,35.2279498,15.3583138,6
5179,35.2480914,15.3369182,6
5180,35.1726014,15.4262203,6
5181,35.1668024,15.4281919,6
5182,35.2365832,15.5694137,6
5183,35.2105168,15.5608919,6
5184,35.115094,15.4959107,6
5185,33.9611767,15.6619286,6
5186,32.8204547,14.4382587,6
5187,31.3961571,14.8380632,6
5188,31.2987371,14.8348119,6
5189,31.0962009,14.745998,6
5190,31.0962768,14.7459235,6
5191,31.125381,14.636921,6
5192,31.04027,14.7050088,6
5193,30.8314791,14.7960108,6
5194,30.8511266,14.8040026,6
5195,30.8313262,14.7959573,6
5196,30.2247059,14.6690145,6
5197,30.1756852,14.4095928,6
5198,30.1677569,14.3010741,6
5199,30.1675962,14.3014235,6
5200,30.1681487,14.3018863,6
5201,30.0344212,14.3623293,6
5202,30.1029403,14.2987477,6
5203,31.8039435,12.6714607,6
5204,32.1752784,12.0340674,6
5205,31.994861,11.9983488,6
5206,31.9556049,11.9972571,6
5207,32.5693392,11.3967279,6
5208,32.9762751,12.879577,6
5209,34.1813133,14.4263936,6
5210,34.1731762,14.4056696,6
5211,34.1776606,14.3906821,6
5212,34.1751066,14.403991,6
5213,34.1781195,14.3939672,6
5530,19.3178852,49.9934082,7
5531,21.34514,48.9195546,7
5532,24.0063442,47.0729481,7
5533,25.761005,45.6958149,7
5534,26.8473082,44.0401225,7
5535,28.0024324,41.2469416,7
5536,30.5348981,39.6980615,7
5537,32.8359277,37.647552,7
5538,36.9611362,35.318703,7
5539,36.591562,33.5657531,7
5540,36.1481734,31.4733453,7
5541,34.0650415,28.9096425,7
5542,32.7665557,23.9616755,7
5543,30.1435429,20.0636537,7
5544,27.1196251,17.2552792,7
5545,23.476089,15.5993023,7
5546,22.7925195,15.609261,7
5547,21.0786397,15.7989634,7
5548,19.563028,15.3333558,7
5549,19.7370608,13.8818141,7
5550,19.0674826,13.4184867,7
5551,19.0695122,13.4132044,7
5552,17.8596677,13.6638105,7
5553,17.4329401,13.3200299,7
5554,16.432633,13.166925,7
5555,16.5031049,13.0447324,7
5556,17.1417913,13.2974677,7
5557,16.7525444,13.1389234,7
5558,16.5204611,13.0633859,7
5559,16.5216019,13.0565753,7
5560,16.4989058,13.0554535,7
5561,16.5027991,13.0562605,7
5562,16.5028902,13.0570621,7
5563,16.502885,13.0551628,7
5564,16.5147304,13.0679349,7
5565,16.4479912,13.0423179,7
5566,16.5029066,13.0551741,7
5567,16.4994665,13.0560952,7
5568,16.4213044,13.0146401,7
5569,16.4192488,13.0170766,7
5570,16.4206482,13.016748,7
5571,16.4190445,13.0171193,7
5572,16.4261481,13.016525,7
5573,16.4340453,13.020614,7
5574,16.3987989,13.0133043,7
5575,16.4472686,13.0208721,7
5576,16.4455866,13.0144818,7
5577,16.3938529,13.0675739,7
5578,16.4042057,13.0655285,7
5579,16.3627866,12.9413411,7
5580,16.3627814,12.9413144,7
5581,16.3638724,12.9404283,7
5582,16.1750399,12.9940886,7
5583,16.15420186248537,12.987854523371656,7
5584,16.0181532,12.9471531,7
5585,15.9813382,12.8995955,7
5586,16.0185583,12.953182,7
5587,16.0601515,12.7596059,7
5588,16.0607807,12.7592607,7
5589,16.1965478,12.5169331,7
5590,16.0610961,12.7590027,7
5591,16.4027144,12.9964837,7
5592,15.9936643,12.947616,7
5593,15.8890511,12.9246308,7
5594,15.9054681,12.9204124,7
5595,15.8941786,12.9151379,7
5596,15.9658477,12.9189032,7
5597,16.0635341,12.4150732,7
5598,16.0534751,12.4067649,7
5599,16.0527145,12.4142795,7
5600,16.0434408,12.373108,7
5601,16.4962311,12.5827581,7
5602,16.5078797,12.5536275,7
5603,16.6421175,12.5683665,7
5604,16.6539144,12.8944023,7
5605,16.7294443,12.7862763,7
5606,16.690119,12.9227475,7
5607,16.6750682,12.9388121,7
5608,16.6317082,12.9103647,7
5846,21.8604146,46.1330607,8
5847,25.1166313,43.3743144,8
5848,27.9009267,41.0587553,8
5849,31.2581225,39.170021,8
5850,33.9869941,36.3162242,8
5851,37.0190036,35.95423,8
5852,36.1085926,33.2051487,8
5853,34.0688473,29.7986888,8
5854,32.823994,26.3074598,8
5855,32.7411642,23.8648381,8
5856,29.5597028,20.2392489,8
5857,26.0700153,16.7086367,8
5858,24.3438829,15.9359334,8
5859,23.3554211,15.8724042,8
5860,21.2262194,15.6531817,8
5861,19.5393239,14.3525349,8
5862,18.9758051,13.3705679,8
5863,18.4353273,13.6771699,8
5864,18.335967,13.6394837,8
5865,18.047524,13.6150681,8
5866,18.0737664,13.6549906,8
5867,18.1784213,13.6271755,8
5868,18.0826106,13.6431667,8
5869,17.7808925,13.8143167,8
5870,17.777552,13.7518387,8
5871,17.7819685,13.8179604,8
5872,17.8124853,13.8593868,8
5873,16.7348085,13.1694926,8
5874,16.4925857,13.0525455,8
5875,16.445768,13.0458845,8
5876,16.4487348,13.0442677,8
5877,16.4448897,13.0595266,8
5878,16.4768959,13.0233388,8
5879,16.6269814,13.0620525,8
5880,16.3081991,13.0695291,8
5881,16.3086759,13.0580647,8
5882,16.327318,13.0639493,8
5883,16.3227573,13.0647994,8
5884,16.3230675,13.0646627,8
5885,16.323773,13.0640427,8
5886,16.3261594,13.066837,8
5887,16.3432648,13.0051855,8
5888,16.3294576,13.06637,8
5889,16.3768956,12.9928968,8
5890,16.367786589632637,13.005679494695388,8
5891,16.3083604,13.0890724,8
5892,16.3094085,13.0896647,8
5893,16.3319627,13.0667791,8
5894,15.9998277,12.86442,8
5895,15.9292333,12.8870241,8
5896,16.1998417,12.2434051,8
5897,16.1849153,12.2318329,8
5898,16.1847386,12.230531,8
5899,16.1911206,12.2524393,8
5900,16.1992166,12.2503266,8
5901,16.1927573,12.2494866,8
5902,16.1895072,12.2507409,8
5903,16.1927494,12.2495547,8
5904,16.1909299,12.2496173,8
5905,16.3935356,12.9843552,8
5906,16.675636,12.8893949,8
5907,16.6765869,12.8892414,8
5908,16.6659061,12.8964845,8
5909,16.6655361,12.9100831,8
5910,16.6716942,12.9048274,8
5911,16.6544053,12.9044571,8
5912,17.3076723,13.4557045,8
5913,17.2746326,13.3149625,8
5914,17.3214616,13.2659335,8
5915,17.27417,13.3148619,8
5916,17.5821546,13.5498495,8
5917,17.287089,13.6748217,8
5918,16.4945797,12.9858153,8
5919,16.6061913,12.7858842,8
5920,16.0690013,13.0015634,8
5921,16.3857368,12.4884224,8
5922,15.7912775,12.7963362,8
5923,15.6884982,12.5622813,8
5924,15.6785328,12.5487954,8
6004,12.1071979,51.9710405,9
6005,12.1024106,51.9686328,9
6006,12.0979496,51.967715,9
6007,12.0889811,51.9802879,9
6008,12.1141202,51.9632618,9
6009,12.0938832,51.966909,9
6010,14.2022727,50.6723507,9
6011,16.4334374,49.2755425,9
6012,17.7459357,48.9002187,9
6013,19.5272444,47.3070101,9
6014,21.5377871,45.7234507,9
6015,22.465027,44.795057,9
6016,25.4038714,43.2075178,9
6017,27.6156448,41.3317943,9
6018,29.2905556,40.9028691,9
6019,32.5247872,38.2252771,9
6020,36.0915394,36.541665,9
6021,36.6983417,34.010768,9
6022,36.0895421,32.7648324,9
6023,34.7549442,31.136784,9
6024,33.1294465,28.2489674,9
6025,32.5912333,25.4085718,9
6026,31.9877264,22.2566975,9
6027,30.1208754,20.0176629,9
6028,26.739823,17.3069112,9
6029,22.9048231,15.2076628,9
6030,21.4549339,15.1975783,9
6031,21.5194384,15.1388486,9
6032,21.3545885,14.8564407,9
6033,21.2868051,15.1078726,9
6034,21.4442441,15.2453405,9
6035,21.5084929,15.2924938,9
6036,20.4790211,14.4800934,9
6037,17.9782788,13.5818638,9
6038,18.2870036,13.4868674,9
6039,19.9623239,14.3509803,9
6040,21.2048359,14.9192033,9
6041,21.3062148,15.0272813,9
6042,21.3857926,15.3055644,9
6043,21.2581353,15.4853609,9
6044,21.2584,15.4844332,9
6045,21.2459473,15.4904326,9
6046,21.2607125,15.4863579,9
6047,21.2523536,15.4891241,9
6048,21.3172048,15.4140805,9
6049,21.2458742,15.4882405,9
6050,21.2431034,15.489055,9
6051,21.215682,15.4721787,9
6052,21.2473148,15.4956213,9
6053,21.2570681,15.4858352,9
6054,21.2431326,15.4879216,9
6055,21.2074681,15.4662925,9
6056,21.2100303,15.468854,9
6057,21.1062797,15.4391983,9
6058,20.99862,15.4152715,9
6059,21.1138393,15.4493525,9
6060,21.2304678,15.4843414,9
6061,21.1598873,15.3989967,9
6062,21.1043435,15.3165997,9
6063,21.0289425,15.273173,9
6064,21.0817299,15.3413004,9
6065,21.3474248,15.3988062,9
6066,21.6491142,15.1725009,9
6067,21.5256453,15.1034784,9
6068,21.5356322,15.0939207,9
6069,21.4987554,15.0727314,9
6070,20.159094,13.9666952,9
6071,21.1044284,13.9651961,9
6072,21.0146208,13.5220489,9
6073,21.2562343,12.9042834,9
6074,21.2557709,12.9077458,9
6075,21.2702913,12.92702,9
6076,21.5994667,12.9011156,9
6077,21.5251561,12.8806963,9
6078,22.222102,12.8089729,9
6079,24.7258725,12.1367277,9
6080,25.0872494,11.607455,9
6081,25.0558663,11.4773828,9
6082,25.0519885,11.1864432,9
553,11.8253041,52.8804368,10
554,11.8143281,52.8748207,10
555,11.8283441,52.8850824,10
556,11.8302469,52.886045,10
557,11.8157654,52.8777319,10
558,11.8421495,52.8776137,10
559,16.092784,51.1575214,10
560,17.6364799,50.3468237,10
561,20.580139,48.9372184,10
562,22.3576809,47.6990724,10
563,24.7905873,45.8542491,10
564,25.9943759,44.5819793,10
565,26.5549919,43.6517135,10
566,27.2573792,40.9258987,10
567,27.9913252,39.7425134,10
568,31.2968768,38.6427467,10
569,34.5147064,37.4448243,10
570,37.0824877,35.2932257,10
571,36.3219974,32.9273058,10
572,34.9413284,30.8599401,10
573,33.1583173,27.9514028,10
574,32.8617602,24.4135795,10
575,32.433249,20.7365679,10
576,31.4171646,17.5628409,10
577,29.015657,15.6020392,10
578,27.1461948,14.4574226,10
579,24.5650957,14.3950843,10
580,22.9815965,14.000238,10
581,22.8230804,14.2837264,10
582,22.8472864,14.2534375,10
583,22.6217365,14.3396844,10
584,20.4228113,14.3720166,10
585,20.4355021,14.3648849,10
586,20.1255739,14.49278,10
587,20.1265041,14.4822847,10
588,20.1314151,14.5398377,10
589,20.1109852,14.4881443,10
590,19.9311632,14.341549,10
591,20.0676888,14.2731845,10
592,19.9069694,14.3236049,10
593,20.00061,14.3246123,10
594,19.8740212,14.2822916,10
595,19.4935461,13.6309252,10
596,19.5484269,13.5990478,10
597,19.0175684,13.7761429,10
598,19.205474,13.8116697,10
599,19.2071931,13.8076791,10
600,19.2548546,13.8117107,10
